category_id;code;name;unit;factory_id;specification;default_warehouse_ids;manages_lot;manages_expiry;min_stock;max_stock;opening_stock;image_url;equipment_name;is_active;created_at;updated_at
Nhiên liệu chế biến;DOCZVC;Dầu DO Cozon vận chuyển;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KDDX;;;10000;5000;9530;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;P203;Phíp P203;cái;0268ab41-a564-4538-acf1-6297ac372f57;45*38*18;KA;;;;;105;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Pallet các loại;MCH;Pallet sắt mỏng Chemie;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KTPMT;;;;;40;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Gối 511-609;Gối đỡ 511-609;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;100-1Rx10FT;Xích đơn 100;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;3;3;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;SNL511-609;Gối đỡ 511-609;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;1;1;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;TC 60x85x10;Phốt tròn TC 60x85x10;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;3;3;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;MITSHUBOSHI;Dây coaroa C91;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;5;5;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;MITSHUBOSHI C90;Dây coaroa C90;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;5;5;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;MIÍTHUBOSHI C-88;Dây coaroa;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;5;4;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;MITSHUBOSHI C95;Dây coaroa C95;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;5;5;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;MITSHUBOSHI C82;Dây coaroa C82;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;5;5;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;MITSHUBOSHI B-56;Dây coaroa B56;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;6;6;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Măng xông 3128;Măng xông 3128;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt 60*85*12;Phốt 60*85*12;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;20;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn 6313;6313;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bạc đạn UC 208;UC 208;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây curoa C56;Dây curoa C56;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;14;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt TNSG 530;Phốt TNSG 530;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Nhiên liệu chế biến;Nhớt ATF;Nhớt ATF;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KDDX;;;;;106;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc dầu xe xúc;Lọc dầu xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;6;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc nhớt động cơ xe xúc;Lọc nhớt động cơ xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;16;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc nhớt hộp số xe xúc;Lọc nhớt hộp số xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc thuỷ lực đi;Lọc thuỷ lực đi xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc tách nước;Lọc tách nước xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc gió xe xúc;Lọc gió xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc dầu xe nâng;Lọc dầu xe nâng;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;12;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc nhớt động cơ xe nâng;Lọc nhớt động cơ xe nâng;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc nhớt hộp số xe nâng;Lọc nhớt hộp số xe nâng;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc thuỷ lực xe nâng;Lọc thuỷ lực xe nâng;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc gió xe nâng;Lọc gió xe nâng;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc nhớt xe isuzu;Lọc nhớt xe isuzu;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;13;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Đệm nhíp xe isuzu;Đệm nhíp xe isuzu;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;175;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Tổng phanh bánh xe isuzu;Tổng phanh bánh xe isuzu;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Tổng côn trên bánh xe isuzu;Tổng côn trên bánh xe isuzu;bộ;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;17;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bulon tắc kê trước isuzu;Bulon tắc kê trước isuzu;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;40;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bulon tắc kê sau isuzu;Bulon tắc kê sau isuzu;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;56;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Rô tuyn tay lái;Rô tuyn tay lái;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc dầu cozone;Lọc dầu cozone;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;12;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lọc nhớt cozone;Lọc nhớt cozone;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;12;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Hộp số tiếp liệu (120-10);Hộp số tiếp liệu (120-10);cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Nhông băng tải tiếp liệu;Nhông băng tải tiếp liệu;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Bạc đạn chữ thập;Bạc đạn chữ thập;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Nhiên liệu chế biến;N68;Nhớt 68;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KDDX;;;400;100;181;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Xích đôi 160;Xích đôi 160;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;7;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Silicon;Silicon;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phíp bakelite dạng cây 100mm;Phíp bakelite dạng cây 100mm;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;0.5;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Tủ bù samwha RHC;Tủ bù samwha RHC;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Đĩa thổi khí;Đĩa thổi khí;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;100;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cáp CADIVI 4x1,5;Dây cáp CADIVI 4x1,5;mét;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;150;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây curoa 5V670;Dây curoa 5V670;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;9;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây curoa 3v335;Dây curoa 3v335;cái;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây curoa A45;Dây curoa A45;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;8;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây curoa C88;Dây curoa C88;sợi;0268ab41-a564-4538-acf1-6297ac372f57;;KA;;;;;5;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Bảo hộ;BHNL;Nón lá;cái;0268ab41-a564-4538-acf1-6297ac372f57;28x45cm;KBHLD;;;;;36;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Bảo hộ;BHKTCD;Khẩu trang chống độc;cái;0268ab41-a564-4538-acf1-6297ac372f57;Màu trắng;KBHLD;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;P55088;Lọc dầu xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;BU4330037;Lọc thủy lực xe xúc;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Hộp số vô cấp SITI 1,5 KW;Hộp số vô cấp SITI 1,5 KW;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;1;1;3;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;SITI;Hộp số vô cấp SITI 1,5KW;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;1;1;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Trục cán cắt;Trục cán cắt;cái;0268ab41-a564-4538-acf1-6297ac372f57;Trục;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Băng tải cao su (băng tải máy xé);Băng tải cao su (băng tải máy xé);cái;0268ab41-a564-4538-acf1-6297ac372f57;Cuộn;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Ắc sàn rung;Ắc sàn rung;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Đĩa phân phối khí HD340 Jager;Đĩa phân phối khí HD340 Jager;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KXLNT;;;;;100;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây cáp điện CADIVI 4x1,5;Dây cáp điện CADIVI 4x1,5;mét;0268ab41-a564-4538-acf1-6297ac372f57;Cuộn;KXLNT;;;;;150;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây coaroa 5V670;Sợi;sợi;0268ab41-a564-4538-acf1-6297ac372f57;Sợi;KXLNT;;;;;9;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dây coaroa 3V335;Dây coaroa 3V335;sợi;0268ab41-a564-4538-acf1-6297ac372f57;Sợi;KXLNT;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Ống thủy lực 5/8;Ống thủy lực 5/8;mét;0268ab41-a564-4538-acf1-6297ac372f57;Mét;KA;;;;;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Ống thủy lực 1/2;Ống thủy lực 1/2;mét;0268ab41-a564-4538-acf1-6297ac372f57;Mét;KA;;;;;10;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Sắt hộp 20x40x2mm (sắt đen);Sắt hộp 20x40x2mm (sắt đen);cây;0268ab41-a564-4538-acf1-6297ac372f57;Mét;KA;;;;;30;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lốp xe trước 12.5-18-BKT;Lốp xe trước 12.5-18-BKT;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;4;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Ruột xe trước 12.5-18;Ruột xe trước 12.5-18;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Dinamo (cozon, Isuzu);Dinamo (cozon, Isuzu);cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Đề ISUZU-COZON;Đề ISUZU-COZON;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;1;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Lốp sau 16.9/18-BKT;Lốp sau 16.9/18-BKT;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Vật tư xe vận chuyển;Ruột sau 16.9/18;Ruột sau 16.9/18;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Nhiên liệu chế biến;Nhớt Petro Appolo 50;Nhớt PA 50;lít;0268ab41-a564-4538-acf1-6297ac372f57;Can;KDDX;;;80;10;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Nhiên liệu chế biến;DOSXMN;Dầu DO sản xuất mủ nước;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KDMN;;;10000;1000;-120;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phíp nhựa 203;Phíp nhựa 203;cái;0268ab41-a564-4538-acf1-6297ac372f57;cái;KA;;;;;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt 145x170x15;Phốt 145x170x15;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phốt 175x200x15;Phốt 175x200x15;cái;0268ab41-a564-4538-acf1-6297ac372f57;cái;KA;;;;;;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Nhiên liệu chế biến;DO750K;Dầu máy phát 750KVA;lít;0268ab41-a564-4538-acf1-6297ac372f57;;KDMFL, KDMT;;;20000;1000;3560;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Đầu thổi khí;Đầu thổi khí;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Mortor bơm chìm 1,5 kw;Mortor bơm chìm 1,5 kw;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Phao báo mực nước Matin 5m;Cái;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Bình ắc quy N150 (12v-150ah);Bình ắc quy N150 (12v-150ah);cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Dung dịch làm mát;Dung dịch làm mát;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;0;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Trục cán 510;Trục cán 510;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;12;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
Thiết bị phụ tùng thay thế;Trục tiếp liệu cán cắt 510;Trục tiếp liệu cán cắt 510;cái;0268ab41-a564-4538-acf1-6297ac372f57;Cái;KA;;;;;2;;;TRUE;03/05/2026 6:00;03/05/2026 6:00
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;KDDX:;;;;;DOX, DOSXN, DON, DOXU12, DOFORD, DOFAT, DOCZNB, DOCZVC, DOXU3;;;;;;;;;;
;KDMN:;;;;;DOSXMN;;;;;;;;;;
;KDMT:;;;;;DOX, DOSXN, DON, DOXU12, DOFORD, DOFAT, DOCZNB, DOCZVC, DOXU3, DOSXT, DO750K;;;;;;;;;;
;KDMPL:;;;;;DO750K;;;;;;;;;;
;KBO:;;;;;DOXU3;;;;;;;;;;
